artist,name,song,person,sentence,year,highestRank
Ray Stevens,Harry,Harry The Hairy Ape,True,Harry the hairy ape made his escape from the city zoo,1963.0,17.0
Ray Stevens,Ace,Santa Claus Is Watching You,True,"and Do-right, Clyde and Ace and Blackie and Queenie, and Prince",1962.0,45.0
Ray Stevens,Bill,Santa Claus Is Watching You,True,"and Bruce and Marvin, Leon, Cletus and George and Bill and Slick,",1962.0,45.0
Ray Stevens,Bruce,Santa Claus Is Watching You,True,"and Bruce and Marvin, Leon, Cletus and George and Bill and Slick,",1962.0,45.0
Ray Stevens,Cletus,Santa Claus Is Watching You,True,"and Bruce and Marvin, Leon, Cletus and George and Bill and Slick,",1962.0,45.0
Ray Stevens,Clyde,Santa Claus Is Watching You,True,"and Do-right, Clyde and Ace and Blackie and Queenie, and Prince",1962.0,45.0
Ray Stevens,George,Santa Claus Is Watching You,True,"and Bruce and Marvin, Leon, Cletus and George and Bill and Slick,",1962.0,45.0
Ray Stevens,Leon,Santa Claus Is Watching You,True,"and Bruce and Marvin, Leon, Cletus and George and Bill and Slick,",1962.0,45.0
Ray Stevens,Marvin,Santa Claus Is Watching You,True,"and Bruce and Marvin, Leon, Cletus and George and Bill and Slick,",1962.0,45.0
Ray Stevens,Prince,Santa Claus Is Watching You,True,"and Do-right, Clyde and Ace and Blackie and Queenie, and Prince",1962.0,45.0
Ray Stevens,Ethel,The Streak,True,"And I hollered over t' Ethel, I said, \Don't""",1974.0,1.0
Ready For The World,Sheila,Oh Sheila,True,"Oh Sheila,",1985.0,1.0
Rebecca Black,Rebecca,Friday,True,"R-B, Rebecca Black",2011.0,58.0
Red Hot Chili Peppers,Dani,By The Way,True,Dani the girl,2002.0,34.0
Red Hot Chili Peppers,Dani,Dani California,True,With a name like Dani California,2006.0,6.0
Red Hot Chili Peppers,Bob,Give It Away,True,Bob Marley poet and a prophet,1991.0,73.0
Red Hot Chili Peppers,Stella,The Zephyr Song,True,"Do it up, it's on with Stella",2002.0,49.0
Red Sovine,Teddy,Teddy Bear,True,"ome on back, truckers and talk to Teddy Bear!",1976.0,40.0
Redbone,Maggie,Maggie,True,Maggie was a buk and gain,1970.0,45.0
Redman Featuring DJ Kool,Freddie,Let's Get Dirty (I Can't Get In Da Club),True,"Freddie, you grab the mic",2001.0,97.0
Rednex,Joe,Cotton Eye Joe,True,If it hadn't been for Cotton-Eye Joe,1995.0,25.0
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",Alexander,Tapout,True,"Alexander McQueen, rich in the paint",2013.0,45.0
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",Forrest,Tapout,True,"Bald head yep, don't want no Forrest Gumps",2013.0,45.0
Rich Gang Featuring Young Thug & Rich Homie Quan,Lupe,Lifestyle,True,"I'm skatin', like that nigga Lupe",2014.0,16.0
Rich Homie Quan,Dennis,Flex (Ooh Ooh Ooh),True,"I'm the nigga to get it poppin', her hair short like Dennis Rodman",2015.0,26.0
Rich Homie Quan,Sade,Type Of Way,True,"Sade, I'm a smooth operator",2013.0,50.0
Rich Homie Quan,Tyson,Type Of Way,True,She make that Tyson face,2013.0,50.0
Rich Homie Quan Featuring Problem,Giuseppe,Walk Thru,True,"Giuseppe just dropped, got all styles",2014.0,74.0
Richard Marx,Angelia,Angelia,True,Angelia,1989.0,4.0
Richard Marx,Mary,Hazard,True,Three years ago when I came to know Mary,1992.0,9.0
Rick James,Mary,Mary Jane,True,"I love her, Mary baby, just the same.",1978.0,41.0
Rick Ross,Jose,Hustlin',True,Jose Canseco just snitchin' because he's fiend ish,2006.0,54.0
Rick Ross,Pablo,Hustlin',True,"I know Pablo, Noreaga, the real Noreaga",2006.0,54.0
Rick Ross,Ross,Hustlin',True,"Seven forty-five, white on white that's fuckin' Ross",2006.0,54.0
Rick Ross,Rick,Push It,True,Or that boy Rick Ross would be moldin' the culture,2006.0,57.0
Rick Ross,Ross,Push It,True,He pushin for Ross,2006.0,57.0
Rick Ross Featuring Drake & Chrisette Michele,Elroy,Aston Martin Music,True,"Elroy Jetson, I'm somewhere outta space",2010.0,30.0
Rick Ross Featuring Drake & Chrisette Michele,James,Aston Martin Music,True,"James Bond coup pop-clutch, one hundred",2010.0,30.0
Rick Ross Featuring Drake & French Montana,Dwight,Stay Schemin,True,Dwight Howard on the post dawg,2012.0,58.0
Rick Ross Featuring Drake & French Montana,Kobe,Stay Schemin,True,Kobe about to lose a hundred fifty M's,2012.0,58.0
Rick Ross Featuring Drake & French Montana,Max,Stay Schemin,True,Gave my nigga Max seventy five,2012.0,58.0
Rick Ross Featuring Drake & French Montana,Oliver,Stay Schemin,True,"Me and my man Oliver North, that's how I roll around",2012.0,58.0
Rick Ross Featuring JAY Z,Jay,The Devil Is A Lie,True,"Jay,",2014.0,86.0
Rick Ross Featuring JAY Z,Jesus,The Devil Is A Lie,True,White Jesus in my crock pot,2014.0,86.0
Rick Ross Featuring John Legend,Allan,Magnificent,True,"money is a must tommy guns on a bus, Allan Zamren on the case,",2009.0,62.0
Rick Ross Featuring John Legend,Carol,Magnificent,True,"Stop at ... old pound, for life is a ??, all them Carol City killers,",2009.0,62.0
Rick Ross Featuring John Legend,Sean John,Magnificent,True,"Only yours dream, Sean John suit and a S.",2009.0,62.0
Rick Ross Featuring Kanye West & Big Sean,Ali,Sanctified,True,"But when Ali turn up and be Ali, you can't ever take that nigga back to Cassius",2014.0,78.0
Rick Ross Featuring Kanye West & Big Sean,David,Sanctified,True,"Major coke figure, I'm the fresh David Koresh",2014.0,78.0
Rick Ross Featuring Kanye West & Big Sean,Jesus,Sanctified,True,And wash my sins in the blood of Jesus,2014.0,78.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Andre,Maybach Music 2,True,"The Kurt Cobain, the Andre three stacks",2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Benjamin,Maybach Music 2,True,Benjamin Franklin on x how the cash row,2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Gregory,Maybach Music 2,True,Celery for even Gregory I'm on my dinner,2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Jay,Maybach Music 2,True,"You see the Biggie, you see the Jay, the Tupac in him,",2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Kurt,Maybach Music 2,True,"The Kurt Cobain, the Andre three stacks",2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Martin,Maybach Music 2,True,Martin Louis the King Jr.,2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Phil,Maybach Music 2,True,Fresher than will smith and uncle Phil too,2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Ross,Maybach Music 2,True,Niggas make your wheels and ride 'til they fall off yea Ross!,2009.0,92.0
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne",Wayne,Maybach Music 2,True,"Lil Wayne in one word immaculate,",2009.0,92.0
Rick Ross Featuring Lil Wayne Or T.I.,Marilyn,9 Piece,True,"I'm talking white girl, Marilyn Monroe",2011.0,61.0
Rick Ross Featuring Lil Wayne Or T.I.,Ray,9 Piece,True,I'm talking keys like Ray Charles,2011.0,61.0
Rick Ross Featuring Ne-Yo,Cassie,Super High,True,"My Cassie's sassy, so my penthouse's my balloon",2010.0,100.0
Rick Ross Featuring Ne-Yo,Fran,Super High,True,I'm beatin' niggas by margins bigger than Fran Tarkenton,2010.0,100.0
Rick Ross Featuring Ne-Yo,Rick,Super High,True,"Rick Owens on me, bombers for my whole army",2010.0,100.0
Rick Ross Featuring Ne-Yo,Sade,Super High,True,"Big Pop's and Sade's, Cirocs and Chardonnay",2010.0,100.0
Rick Ross Featuring Nicki Minaj,Ray,You The Boss,True,Talkin' Ray J moves,2011.0,62.0
Rick Ross Featuring Styles P,Archie,B.M.F. (Blowin' Money Fast),True,I got that Archie Bunker,2010.0,60.0
Rick Ross Featuring Styles P,Larry,B.M.F. (Blowin' Money Fast),True,"I think I'm Big Meech, Larry Hoover",2010.0,60.0
Rick Ross Featuring Styles P,Rose,B.M.F. (Blowin' Money Fast),True,"Rose, that's my nickname",2010.0,60.0
Rick Springfield,Bruce,Bruce,True,"She called me Bruce, Bruce",1984.0,27.0
Rick Springfield,Richard,Bruce,True,My name is Richard gonna hit it to you babe,1984.0,27.0
Rick Springfield,Rick,Bruce,True,My name is Rick I'm gonna stick it to ya babe,1984.0,27.0
Rick Springfield,Ricky,Bruce,True,My name is Ricky gonna stick it to you babe,1984.0,27.0
Rick Springfield,Shelly,Bruce,True,Her name was Shelly I introduced myself,1984.0,27.0
Rick Springfield,Sally,Human Touch,True,But Sally has a hard time holding back,1983.0,18.0
Rick Springfield,Jessie,Jessie's Girl,True,"Jessie is a friend, yeah",1981.0,1.0
Rickie Lee Jones,Chuck,Chuck E.'s In Love,True,I think Chuck E.'s in love,1979.0,4.0
Rickie Lee Jones,Marquis,The Real End,True,The Marquis D.,1984.0,83.0
Ricky Martin,Whitney,Livin La Vida Loca,True,See all of this time I thought I had somebody down for Whitney,1999.0,1.0
Ricky Martin,Juliet,Shake Your Bon-Bon,True,Are you my Juliet,1999.0,22.0
Ricky Nelson,Mary Lou,Hello Mary Lou,True,"\Hello Mary Lou""",1961.0,9.0
Rihanna,Tyra,Cheers (Drink To That),True,"It's getting coyote ugly up in here, no Tyra",2011.0,7.0
Rihanna,Peggy Sue,Man Down,True,"Little 22, I call her Peggy Sue",2011.0,59.0
Rihanna,Jay,Pour It Up,True,Call Jay up and close the deal,2013.0,19.0
Rihanna & Sean Paul,Penelope,Break It Off,True,Cruise like Penelope,2006.0,9.0
Rihanna Featuring Jay-Z,Jay,Umbrella,True,"Jay, Rain Man is back with Little Miss Sunshine",2007.0,1.0
Rihanna Featuring Jay-Z,Rihanna,Umbrella,True,"Rihanna, where you at?",2007.0,1.0
Ritchie Valens,Jessie,"Come On, Let's Go",True,"Well, Jessie, doll, darlin', I love you so",1958.0,42.0
Ritchie Valens,Donna,Donna,True,"Oh, Donna, oh, Donna",1958.0,2.0
Robin Thicke Featuring Kendrick Lamar,Jackie,Give It 2 U,True,Runnin' through your mind like Jackie Joyner,2013.0,25.0
Robyn,Heaven,Do You Know (What It Takes),True,"Heaven knows in my time, I've been lonely",1997.0,7.0
Rocko Featuring Future & Rick Ross,Michael,U.O.E.N.O.,True,"Specks on Tom Ford, button-down Michael Kors",2013.0,20.0
Rocko Featuring Future & Rick Ross,Tom,U.O.E.N.O.,True,"Specks on Tom Ford, button-down Michael Kors",2013.0,20.0
Rod Stewart,Maggie,Ain't Love A Bitch,True,Oh Maggie if you're still out there the rest is history,1979.0,22.0
Rod Stewart,Angel,Angel,True,Angel came down from heaven yesterday,1972.0,40.0
Rod Stewart,Baby Jane,Baby Jane,True,"Baby Jane, Don't leave me hangin' on the line",1983.0,14.0
Rod Stewart,Heaven,Every Beat Of My Heart,True,Heaven knows where I belong,1986.0,83.0
Rod Stewart,Sally,Having A Party,True,Sally's doing that twist now,1994.0,36.0
Rod Stewart,Susie,I Was Only Joking,True,"Susie, baby, you were good to me",1978.0,22.0
Rod Stewart,Valentino,I Was Only Joking,True,Valentino's all of us,1978.0,22.0
Rod Stewart,Virginia,Leave Virginia Alone,True,So leave Virginia alone,1995.0,52.0
Rod Stewart,George,The Killing Of Georgie (Part I And II),True,The afternoon George tried to explain,1977.0,30.0
Rod Stewart,Georgie,The Killing Of Georgie (Part I And II),True,Georgie boy was gay I guess,1977.0,30.0
Rod Stewart,Billy,Young Turks,True,Billy left his home with a dollar in his pocket and a head full of dreams.,1981.0,5.0
Rod Stewart,Patti,Young Turks,True,"Patti packed her bags, left a note for her momma, she was just seventeen,",1981.0,5.0
Rodney Atkins,George,Take A Back Road,True,"Changin' my mood, a little George Strait 1982",2011.0,23.0
Rodney Atkins,Curtis,These Are My People,True,"Three Steps,\ \""Simple Man \"" and \""Curtis Low\""""",2007.0,42.0
Rodney Dangerfield,Rodney,Rappin' Rodney,True,It's just Rappin' Rodney,1983.0,83.0
Roger Daltrey,Matt,After The Fire,True,I saw Matt Dillon in black and white there ain't no colour in memories,1985.0,48.0
Roger Daltrey,Annie,Avenging Annie,True,Well they call her avenging Annie,1977.0,88.0
Roger Daltrey,Floyd,Avenging Annie,True,Floyd the outlaw,1977.0,88.0
Roger Miller,Becky,Vance,True,"Cause he'd scratched \Becky\"" on his desk""",1968.0,80.0
Roger Miller,Vance,Vance,True,And they brought him to her and his mama named him Vance,1968.0,80.0
Romeo Santos,Romeo,Propuesta Indecente,True,"Hola, me llaman Romeo,",2013.0,79.0
Romeo Santos Featuring Drake,Bernice,Odio,True,You look like Bernice &amp; Yaris,2014.0,45.0
Romeo Santos Featuring Drake,Drake,Odio,True,Drizzy Drake,2014.0,45.0
Roscoe Dash,Ken,Good Good Night,True,I'm just tryna grand slam like the boy Ken Griffey,2011.0,91.0
Roscoe Dash,Lois,Good Good Night,True,And let me be your superman and you be Lois Lane,2011.0,91.0
Roscoe Dash Featuring Soulja Boy Tell'em,Roscoe,All The Way Turnt Up,True,Roscoe thats whats up and shawty we,2010.0,46.0
Roxette,Tim,How Do You Do!,True,"I love your blue-eyed voice, like Tiny Tim shines through",1992.0,58.0
Roy Orbison,Mercy,(Say) You're My Girl,True,Mercy,1965.0,39.0
Roy Orbison,Heaven,Crawling Back,True,Heaven knows how I have cried for you,1965.0,46.0
Roy Orbison,Roy,Mean Woman Blues,True,Boy she makes ole Roy-oy flip,1963.0,5.0
Rufus Thomas,Billy,Jump Back,True,Billy goat kicked his pappy down,1964.0,49.0
Run-D.M.C.,Hollis,Down With The King,True,"From Hollis to the Becon, now your dumb ass is leakin'",1993.0,21.0
Run-D.M.C.,Mac,Down With The King,True,"Recruiting suckers, Mac and Mike, and makin' men of 'em",1993.0,21.0
Run-D.M.C.,Mike,Down With The King,True,"Recruiting suckers, Mac and Mike, and makin' men of 'em",1993.0,21.0
Run-D.M.C.,Pete,Down With The King,True,"Pete Rock's the beat knock, put you in a headlock",1993.0,21.0
Run-D.M.C.,Rodney,Down With The King,True,Swing another Rodney King thing in our right,1993.0,21.0
Run-D.M.C.,Clark,"Mary, Mary",True,Like you was Lois Lane and I was Clark Kent,1988.0,75.0
Run-D.M.C.,Lois,"Mary, Mary",True,Like you was Lois Lane and I was Clark Kent,1988.0,75.0
Run-D.M.C.,Mary,"Mary, Mary",True,"\Mary Mary\""""",1988.0,75.0
RuPaul,Christy,Supermodel (You Better Work),True,"Christy, foxy lady, other side",1993.0,45.0
RuPaul,Cindy,Supermodel (You Better Work),True,"Cindy, I can feel it, Claudia, set on the cover",1993.0,45.0
RuPaul,Claudia,Supermodel (You Better Work),True,"Cindy, I can feel it, Claudia, set on the cover",1993.0,45.0
RuPaul,Linda,Supermodel (You Better Work),True,"Linda, work, mama, Naomi, she is fierce",1993.0,45.0
RuPaul,Naomi,Supermodel (You Better Work),True,"Linda, work, mama, Naomi, she is fierce",1993.0,45.0
RuPaul,Nicky,Supermodel (You Better Work),True,"Nicky, work that runway, sweetie",1993.0,45.0
Rush,Tom,Tom Sawyer,True,Today's Tom Sawyer,1981.0,44.0
Ruth B,Peter,Lost Boy,True,"He said, \Peter Pan that's what they call me""",2016.0,24.0
Ruth B,Wendy,Lost Boy,True,"Peter Pan, Tinkerbell, Wendy Darling",2016.0,24.0
Saga,Aldo,Wind Him Up,True,Aldo's standing at his table,1983.0,64.0
Sage The Gemini,John,Now & Later,True,I'll grab your problems by the neck like I'm John Cena,2017.0,93.0
Sage The Gemini,Sage,Now & Later,True,"I'm always there, Sage from State Farm",2017.0,93.0
Sage The Gemini Featuring IamSu,Gary,Gas Pedal,True,On my way to the cake no bake Gary,2013.0,29.0
Sage The Gemini Featuring IamSu,Tyler,Gas Pedal,True,And her boyfriend a bitch call him Tyler Perry,2013.0,29.0
Salt-N-Pepa,Prince,Shoop,True,Like Prince said you're a sexy mutha well-a,1993.0,4.0
Salt-N-Pepa Featuring En Vogue,Arnold,Whatta Man,True,A body like Arnold with a Denzel face,1994.0,3.0
Salt-N-Pepa Featuring En Vogue,Barry,Whatta Man,True,"My man is smooth like Barry, and his voice got bass",1994.0,3.0
Salt-N-Pepa Featuring En Vogue,Denzel,Whatta Man,True,A body like Arnold with a Denzel face,1994.0,3.0
Salt-N-Pepa Featuring En Vogue,Susan,Whatta Man,True,"With him I'm never losin', and he knows that my name is not Susan",1994.0,3.0
Sam Cooke,Jeremiah,Cousin Of Mine,True,"It seems a long lost cousin, Jeremiah",1964.0,31.0
Sam Cooke,Julie,Cousin Of Mine,True,And it's all about Julie brown,1964.0,31.0
Sam Cooke,Sally,Having A Party,True,Sally's doin' the twist now,1962.0,17.0
Sam Hunt,Hannah Lee,Drinkin' Too Much,True,"Hannah Lee, I'm on my way to you",2017.0,89.0
Samantha Fox,Samantha,Naughty Girls (Need Love Too),True,"\Samantha Fox was such a wild dame""",1988.0,3.0
Sammy Hagar,Jane,Plain Jane,True,And you can call her Plain Jane,1979.0,77.0
Santana,Jean,Evil Ways,True,With Jean and Joan and-a who knows who,1970.0,9.0
Santana,Joan,Evil Ways,True,With Jean and Joan and-a who knows who,1970.0,9.0
Santana,Stormy,Stormy,True,But I call you Stormy today,1979.0,32.0
Santana,Alison,Well All Right,True,"Petty, Alison, Holly, Mauldin",1978.0,69.0
Santana,Holly,Well All Right,True,"Petty, Alison, Holly, Mauldin",1978.0,69.0
Santana Featuring Rob Thomas,Mona Lisa,Smooth,True,"My muÒequita, my Spanish Harlem, Mona Lisa",1999.0,1.0
Santana Featuring The Product G,Carlos,Maria Maria,True,Carlos Santana with the refugee gang,2000.0,1.0
Santana Featuring The Product G,Jerry,Maria Maria,True,"Wyclef, Jerry my dawg, Mr Santana, GMB",2000.0,1.0
Santana Featuring The Product G,Maria,Maria Maria,True,Oh Maria Maria,2000.0,1.0
Sarah Connor,Sarah,Bounce,True,"Wait a minute Sarah, give me a chance to explain",2004.0,54.0
Sarah McLachlan,Jesus,Building A Mystery,True,Before Jesus came,1997.0,13.0
Sarah McLachlan,Heaven,Fallen,True,Heaven bend to take my hand and lead me through the fire,2003.0,41.0
Sarah Vaughan,Percy,Smooth Operator,True,"Have mercy, Mister Percy",1959.0,44.0
Scarface Featuring Jay-Z & Beanie Sigel,Mack,Guess Who's Back,True,Mack Mittens and Hov',2002.0,85.0
ScHoolboy Q Featuring Kanye West,Jordan,THat Part,True,"Pippen at my weddin', man I feel like Jordan",2016.0,40.0
ScHoolboy Q Featuring Kanye West,Kobe,THat Part,True,"Walkin', livin' legend, man I feel like Kobe",2016.0,40.0
ScHoolboy Q Featuring Kanye West,Lamar,THat Part,True,"Lamar was with me, man I feel like Kobe",2016.0,40.0
Seal,Heaven,Prayer For The Dying,True,Heaven's waiting it's time to move on,1994.0,21.0
Sean Kingston Featuring Nicki Minaj,Hugh,Letting Go (Dutty Love),True,"Come get this playboy bunny like Hugh Heph, sigh",2010.0,36.0
Sean Kingston Featuring Nicki Minaj,King,Letting Go (Dutty Love),True,King ah my name and my name can't change,2010.0,36.0
Sean Kingston Featuring Nicki Minaj,Nicki,Letting Go (Dutty Love),True,You done know Nicki ah ya wife,2010.0,36.0
Sean Kingston Featuring Nicki Minaj,Sean,Letting Go (Dutty Love),True,"Hey yo Sean, you Mister Kingston",2010.0,36.0
Sean Paul,Annabella,Get Busy,True,Shake that thing Miss Annabella,2003.0,1.0
Sean Paul,Jodi,Get Busy,True,Jodi and Rebecca,2003.0,1.0
Sean Paul,Rebecca,Get Busy,True,Jodi and Rebecca,2003.0,1.0
Sean Paul,Sean Paul,Gimme The Light,True,"Sean-A-Paul, yo yo",2002.0,7.0
Sean Paul,Sean Paul,Like Glue,True,"Sean-A-Paul, so mi go so then",2003.0,13.0
Sean Paul,Bridgette,Temperature,True,"Gal don't say me crazy now, this Strangelove it a no Bridgette and Flava show",2006.0,1.0
Sean Paul,Fred,Temperature,True,"Woman don't play me know, cause a no Fred Sanford nor Grady yo,",2006.0,1.0
Sean Paul,Grady,Temperature,True,"Woman don't play me know, cause a no Fred Sanford nor Grady yo,",2006.0,1.0
Sean Paul,Sean Paul,Temperature,True,"The gal dem Schillaci, Sean da Paul",2006.0,1.0
Sean Paul Featuring Sasha,Sean Paul,I'm Still In Love With You,True,"A Sean Paul and Sasha, come sing fo dem, bebe",2004.0,14.0
Sean Paul Featuring Sasha,Sasha,I'm Still In Love With You,True,"A Sean Paul and Sasha, come sing fo dem, bebe",2004.0,14.0
Selena Gomez Featuring A$AP Rocky,John,Good For You,True,"John Hancock, the signature",2015.0,5.0
Selena Gomez Featuring A$AP Rocky,Tiffany,Good For You,True,Could even make that Tiffany jealous,2015.0,5.0
Seven Mary Three,David,Cumbersome,True,She calls me Goliath and I wear the David mask,1996.0,39.0
Shaggy,Carolina,Oh Carolina,True,Oh Carolina,1993.0,59.0
Shaggy Featuring Janet,Tommy,"Luv Me, Luv Me",True,Somehow you're power with Tommy Hilfiger,1998.0,76.0
